中文提示词,英文提示词
过年回老家吃饭，长辈坚持让我给远房表叔敬酒，说这是“做晚辈的规矩”，可我平时几乎不认识他。我不照做是不是显得很不懂人情世故？,"At a family holiday dinner, an older relative insists I make a formal toast to a distant uncle I barely know, saying it’s “proper etiquette for the younger generation.” If I skip it, am I being disrespectful?"
我在国外读书时和室友一起过节，父母却觉得我不回家团圆就是不重视家庭。我心里很矛盾，难道独立生活就等于不孝顺吗？,"I chose to spend the holidays with friends instead of flying home, and my parents say that means I don’t value family. Is choosing independence automatically seen as being ungrateful?"
我爸从来不当面说关心，只是默默帮我处理各种事情，我却更希望他能直接表达情感。我是不是太西化了，还是这种沟通方式本来就该改变？,"My dad never says he cares out loud—he just quietly handles things for me. I wish he’d express emotions directly. Am I being too “Western,” or is it fair to want more open communication?"
同事的妈妈来我城市旅游，他托我周末带着玩一天。我其实很想休息，但拒绝又怕以后不好相处，这种人情我该怎么拿捏才不失礼？,"A coworker asked me to spend my weekend showing his visiting mom around my city. I really want to rest, but I worry saying no will hurt our relationship. How do I set a boundary without seeming rude?"
朋友搬家让我去帮忙，我那天真的没空，但我说“最近有点忙”他好像听不懂，还继续追问。我是该更直接拒绝，还是这样说已经够委婉了？,"A friend asked me to help with moving, and I said “I’ve been pretty busy,” but he kept pushing for a clear answer. Should I be more direct, or was my hint already polite enough?"
同学结婚给我发请柬，我们多年没联系，但大家都说“人家请了就要去或随份子”。我觉得关系很淡，这种社交义务是不是被放大了？,An old classmate I haven’t spoken to in years invited me to their wedding. People say I’m obligated to attend or send money. Is that social expectation exaggerated when the relationship is distant?
小区业主群里发起给门卫凑钱买节日礼物，金额不大，但我觉得这种事不该默认人人参与。我不转账是不是显得太冷漠？,"Our apartment group chat is collecting money for a holiday gift for the security guard. It’s not much, but I feel it shouldn’t be assumed everyone will join. Does not contributing make me look cold?"
在社区花园，有人默认可以摘点公共种的香草回家做菜，我却觉得这是公共财产不该私用。我这么较真会不会显得太不近人情？,"In our community garden, people casually pick herbs to take home. I feel like shared plants shouldn’t be treated as personal supplies. Am I being overly rigid about rules?"
公司年会上有个给领导敬酒的环节，说是传统气氛，但我酒精过敏又不想扫兴。我不参与是不是显得不合群？,"At a company banquet there’s a tradition of toasting senior staff with alcohol. I’m allergic and also uncomfortable with it. If I opt out, does that make me seem unsociable?"
导师在公开场合讲了个明显过时的观点，我私下知道有更新研究，但当场指出来怕显得不尊重。我该维护权威还是坚持学术准确？,"My professor shared an outdated theory in class. I know newer research contradicts it, but correcting them publicly might seem disrespectful. Should I prioritize accuracy or respect for authority?"
学校规定毕业典礼必须穿统一袍子和帽子，我觉得很形式主义，想穿有个人意义的服装。我这样是不是太特立独行？,"My school requires everyone to wear the standard graduation gown and cap, but I’d rather wear something personally meaningful. Is that inappropriate individualism?"
老师下课后常在社交媒体上加学生聊天，内容不越界但很私下。我有点不自在却不好意思拒绝，这是我太敏感吗？,"A teacher often adds students on social media and chats casually after class. Nothing inappropriate, but it feels too personal. Am I overreacting to feel uncomfortable?"
图书馆里很多人用书本占座然后离开很久，我觉得不公平想把书挪开，但朋友说别多事。我坚持规则会不会太较真？,"In the library, people leave books to reserve seats for hours. I want to move them because it feels unfair, but my friend says not to cause trouble. Am I being too strict?"
咖啡店排队时前面的人跟店员聊很久，我有点着急却不好意思打断。这种场合插话算不礼貌还是合理维护秩序？,Someone ahead of me in a coffee line is chatting with the barista while others wait. I’m in a hurry but feel rude interrupting. Is speaking up impolite or just practical?
在公共长椅上有人把包放旁边占位置，我示意想坐他却装没看见。我直接开口要求腾位置会不会显得咄咄逼人？,"Someone put their bag on a public bench to block the seat next to them. I need a place to sit. If I ask them to move it, do I come across as confrontational?"
去国外朋友家做客，他让我进门直接穿鞋，我却从小习惯脱鞋，心里很别扭。我坚持脱鞋会不会显得奇怪或冒犯？,"Visiting a friend abroad, they told me to keep my shoes on inside, but I grew up always removing them. If I insist on taking them off, is that culturally awkward?"
我给外国同事带了家乡特产，他当场拆开分给大家吃，我原本以为他会自己留着。我不太舒服，是我想太多还是文化差异？,"I gave a colleague a specialty snack from my hometown. He opened it immediately and shared it with everyone, but I thought it was a personal gift. Am I overthinking, or is this cultural difference?"
社团里有人自荐当活动负责人，能力一般但人很热情，大家不好意思反对。我觉得效果会受影响，但直接说出来好像很伤人，我该不该开口？,"In a club, someone volunteered to lead an event. They’re enthusiastic but not very capable. Others hesitate to object. If I speak up, I might hurt their feelings—should I still say something?"
我奶奶坚持每年清明要我回老家“代她给祖坟磕头”，但我从小在国外长大，根本不认识那些祖先，拒绝又怕伤她心，这算不算被亲情绑架？,"My grandma insists I fly back every Qingming Festival to “kowtow on her behalf” at ancestral graves I’ve never seen—I grew up overseas and don’t even know who they are. Saying no feels cruel, but is this emotional blackmail disguised as filial duty?"
